icd_1,icd_2,ji
I00,E06,0.10344827586206896
I00,G47,0.046875
I00,A98,0.2
I00,B20,0.016129032258064516
I00,B24,0.01606425702811245
I00,B73,0.25
I00,D50,0.1111111111111111
I00,D86,0.0297029702970297
I00,G20,0.011111111111111112
I00,G56,0.022222222222222223
I00,G70,0.025210084033613446
I00,I09,0.23076923076923078
I00,J32,0.125
I00,J41,0.125
I00,J42,0.08695652173913043
I00,J98,0.15384615384615385
I00,K51,0.011594202898550725
I00,K75,0.18181818181818182
I00,K90,0.05172413793103448
I00,L10,0.21428571428571427
I00,L12,0.3333333333333333
I00,L51,0.03333333333333333
I00,L63,0.03488372093023256
I00,L71,0.1111111111111111
I00,M08,0.10344827586206896
I00,M31,0.08108108108108109
I00,M80,0.07692307692307693
I00,N02,0.02830188679245283
I00,N03,0.16666666666666666
I09,A16,0.16666666666666666
I09,E06,0.08108108108108109
I09,G47,0.041666666666666664
I09,A98,0.1111111111111111
I09,B73,0.08333333333333333
I09,D50,0.07692307692307693
I09,J32,0.08333333333333333
I09,J98,0.09523809523809523
I09,K75,0.10526315789473684
I09,L10,0.13636363636363635
I09,L12,0.17647058823529413
I09,L71,0.08571428571428572
I09,M08,0.08108108108108109
I09,M31,0.06666666666666667
I09,N02,0.044642857142857144
I09,N03,0.1
J01,B16,0.15384615384615385
J01,L63,0.034482758620689655
J32,A98,0.1
J32,B73,0.07142857142857142
J32,C03,0.07142857142857142
J32,D50,0.1111111111111111
J32,J30,0.03896103896103896
J32,J39,0.125
J32,J45,0.013869625520110958
J32,J98,0.08695652173913043
J32,K90,0.07575757575757576
J32,L12,0.1
J32,L73,0.0625
J32,M08,0.07692307692307693
J32,M31,0.08695652173913043
J32,N02,0.034782608695652174
J32,N03,0.09090909090909091
J32,N87,0.1
J47,A98,0.0625
J47,M30,0.061224489795918366
J47,M35,0.04504504504504504
J47,M86,0.05405405405405406
J62,I22,0.045454545454545456
J62,J44,0.018115942028985508
J62,A32,0.05555555555555555
J62,A48,0.07272727272727272
J62,B22,0.10526315789473684
J62,B35,0.07142857142857142
J62,C16,0.0625
J62,C22,0.05263157894736842
J62,D59,0.05
J62,G41,0.056179775280898875
J62,G56,0.0297029702970297
J62,G95,0.09090909090909091
J62,I10,0.04580152671755725
J62,I50,0.016
J62,I60,0.07547169811320754
J62,I64,0.11363636363636363
J62,J15,0.08333333333333333
J62,J18,0.05263157894736842
J62,J60,0.15
J62,J61,0.1
J62,J66,0.1
J62,J80,0.08571428571428572
J62,K25,0.06
J62,K29,0.05
J62,K52,0.12
J62,K70,0.05555555555555555
J62,K73,0.05660377358490566
J62,K76,0.04597701149425287
J62,K82,0.038834951456310676
J62,L51,0.05714285714285714
J62,L63,0.052083333333333336
J62,M33,0.07142857142857142
J62,M35,0.04950495049504951
J62,M86,0.07407407407407407
J62,N08,0.07692307692307693
J62,N12,0.07407407407407407
J62,N18,0.061224489795918366
J67,A71,0.3333333333333333
J67,B50,0.25
J67,G98,0.14285714285714285
J67,H06,0.3333333333333333
J67,L13,0.25
J67,L52,0.25
J67,L94,0.3333333333333333
J67,M00,0.125
J67,M89,0.16666666666666666
K75,J44,0.01858736059479554
K75,J45,0.008333333333333333
K75,K50,0.013636363636363636
K75,K51,0.014326647564469915
K75,A98,0.21428571428571427
K75,B16,0.11764705882352941
K75,B19,0.08333333333333333
K75,B35,0.09523809523809523
K75,C10,0.16666666666666666
K75,C11,0.16666666666666666
K75,D50,0.08695652173913043
K75,D86,0.05825242718446602
K75,G20,0.014598540145985401
K75,G35,0.011345218800648298
K75,H91,0.03361344537815126
K75,K74,0.06896551724137931
K75,K90,0.06451612903225806
K75,L10,0.15789473684210525
K75,L12,0.13333333333333333
K75,L20,0.015189873417721518
K75,L40,0.011869436201780416
K75,L63,0.056179775280898875
K75,M05,0.01812688821752266
K75,M06,0.015659955257270694
K75,M12,0.14285714285714285
K75,M31,0.07142857142857142
K75,M32,0.012612612612612612
K75,M33,0.11764705882352941
K75,M35,0.042105263157894736
K75,M60,0.09090909090909091
K75,N02,0.03636363636363636
L10,A16,0.15384615384615385
L10,E06,0.10810810810810811
L10,J45,0.012482662968099861
L10,K50,0.022727272727272728
L10,K51,0.019943019943019943
L10,K90,0.07692307692307693
L10,A17,0.07692307692307693
L10,A98,0.10526315789473684
L10,B16,0.09523809523809523
L10,B20,0.01953125
L10,B24,0.019455252918287938
L10,B35,0.08
L10,B73,0.07692307692307693
L10,C10,0.125
L10,C11,0.125
L10,D50,0.07407407407407407
L10,D86,0.0660377358490566
L10,G20,0.018050541516245487
L10,G35,0.016181229773462782
L10,J41,0.125
L10,J42,0.0967741935483871
L10,J98,0.09090909090909091
L10,K02,0.027586206896551724
