symbol1,symbol2
INCA1,SMUG1
INCA1,LYPLA2
INCA1,GSTO2
INCA1,CPSF1
INCA1,CTTNBP2
INCA1,DUSP13
INCA1,HSD17B14
INCA1,KLHL42
INCA1,TFAP4
INCA1,NUBP2
INCA1,TCL1A
INCA1,TRIB3
INCA1,CABP5
INCA1,EPHB6
INCA1,NMRK1
INCA1,LHX3
INCA1,MAGOHB
INCA1,CEP72
INCA1,HEMK1
INCA1,MARK1
INCA1,MAD2L2
INCA1,UFM1
INCA1,EXOSC8
INCA1,DOK4
INCA1,CHCHD5
INCA1,BANF2
INCA1,TXNDC17
INCA1,MATN3
INCA1,RFC3
INCA1,IL36RN
INCA1,TFAP2A
INCA1,SUOX
INCA1,PADI3
INCA1,DMRTB1
INCA1,C1orf56
INCA1,C1orf35
INCA1,RALB
INCA1,ENSG00000145979
INCA1,CDKN2B
INCA1,THRSP
INCA1,ZFAND3
INCA1,FAIM
INCA1,CDA
INCA1,UBE2Z
INCA1,CCDC78
INCA1,PEF1
INCA1,TSSK3
INCA1,HENMT1
INCA1,BOLA3
INCA1,STT3B
INCA1,MARF1
INCA1,TRIM68
INCA1,UBTD2
INCA1,CLIC3
INCA1,ZNF32
INCA1,ZNF747
INCA1,NPAS2
INCA1,LSM3
INCA1,ATPAF2
INCA1,CSDC2
INCA1,ZNRD2
INCA1,ZDHHC24
INCA1,HYI
INCA1,TPRX1
INCA1,CLK3
INCA1,YOD1
INCA1,RIPPLY3
INCA1,CCBE1
INCA1,KRTAP19-1
INCA1,PCYT2
INCA1,POLR3C
INCA1,MAGED4B
INCA1,ENSG00000189013
INCA1,ZNF765
INCA1,ENSG00000196459
INCA1,BPIFA1
INCA1,MSRB1
INCA1,TSEN15
INCA1,ENSG00000204131
INCA1,ANKRD28
INCA1,GRXCR1
INCA1,C10orf55
INCA1,C22orf39
INCA1,SLC22A18AS
INCA1,TRAPPC2B
INCA1,GTF2H5
INCA1,NATD1
INCA1,CCNA1
INCA1,UBE2D4
INCA1,ZMYND19
INCA1,ZNF205-AS1
INCA1,CDC23
INCA1,PATE1
INCA1,VPS28
INCA1,ING5
INCA1,FMR1
INCA1,TRIM26
INCA1,DAZAP2
INCA1,SPOUT1
INCA1,RNF26
INCA1,DPH7
INCA1,RAB5C
ZFP57,DNMT3A
ZFP57,CIB3
ZFP57,POLR1C
ZFP57,KANK2
ZFP57,YOD1
ZFP57,DNMT3B
ZFP57,DNMT1
CCNL2,USP20
CCNL2,KRTAP12-2
CCNL2,MAGEB2
CCNL2,ZBTB7B
CCNL2,PIH1D2
CCNL2,YES1
CCNL2,RUNDC3A
CCNL2,CDK11B
CCNL2,RNPS1
CCNL2,CDK11A
CCNL2,DYRK1A
CCNL2,RRAS
CCNL2,SNX6
CCNL2,DIAPH1
CCNL2,CNTN1
CCNL2,PROCR
CCNL2,PTPRG
CCNL2,JAK3
CCNL2,CDK7
CCNL2,PYGB
CCNL2,GNA11
CCNL2,CSTF3
CCNL2,KIF22
CCNL2,CCNY
CCNL2,JMJD6
CCNL2,NSDHL
CCNL2,GNB4
CCNL2,ABCF2
CCNL2,IRF2BP2
CCNL2,IREB2
CCNL2,IRF2BP1
CCNL2,GNAZ
CCNL2,SMPDL3B
CCNL2,GAP43
CCNL2,DCAF1
CCNL2,CENPQ
CCNL2,ZBTB43
CCNL2,C12orf75
MRPL45,PFDN5
MRPL45,MRPS6
MRPL45,MRPL9
MRPL45,CAVIN1
MRPL45,MRPL28
MRPL45,MRPL17
MRPL45,PLEKHA3
MRPL45,MRPL52
MRPL45,MRPS21
MRPL45,MRPS16
MRPL45,MRPS15
MRPL45,MRPL19
MRPL45,MRPL50
MRPL45,MRPS28
MRPL45,MRPL22
MRPL45,MRPL35
MRPL45,MRPL16
MRPL45,MRPL32
MRPL45,MRPS30
MRPL45,MRPS22
MRPL45,MRPL36
MRPL45,MRPL51
MRPL45,MRPL46
MRPL45,MRPL20
MRPL45,MRPS31
MRPL45,MRPL54
MRPL45,MRPS7
MRPL45,MRPL34
MRPL45,MRPS34
MRPL45,MRPS23
MRPL45,MRPS27
MRPL45,MRPL21
MRPL45,MRPL39
MRPL45,MRPS26
MRPL45,MRPL49
MRPL45,MRPS2
MRPL45,MRPS18C
MRPL45,MRPL27
MRPL45,MRPL48
MRPL45,MRPL10
MRPL45,MRPS35
MRPL45,MRPL53
MRPL45,MRPS25
MRPL45,MRPL44
MRPL45,MRPL24
MRPL45,MRPL1
MRPL45,MRPL3
MRPL45,MRPL15
MRPL45,MRPS18A
MRPL45,MRPL37
MRPL45,MRPS14
MRPL45,MRPL47
MRPL45,MRPS9
MRPL45,MRPL43
MRPL45,MRPL55
MRPL45,MRPL23
MRPL45,MRPS10
MRPL45,MRPL30
MRPL45,MRPL33
MRPL45,MRPL14
MRPL45,MRPL41
MRPL45,MRPS24
MRPL45,MRPL2
MRPL45,MRPL18
MRPL45,MRPL13
MRPL45,MRPS36
MRPL45,MRPL4
MRPL45,MRPS17
MRPL45,PRKCZ
MRPL45,MKI67
MRPL45,PDK1
MRPL45,FOXL1
MRPL45,MARCKSL1
MRPL45,NDUFV1
MRPL45,FOXS1
MRPL45,FGF8
MRPL45,NCAPD3
MRPL45,MEPCE
MRPL45,MRPL58
MRPL45,ZC3H4
MRPL45,TMEM177
MRPL45,ZC3H3
MRPL45,RCC1L
MRPL45,LARP7
MRPL45,APOBEC3D
MRPL45,ZNF324B
MRPL45,ZNF131
MRPL45,ZNF331
MRPL45,TRMT61B
CTNNB1,HDAC7
CTNNB1,UBE2D1
CTNNB1,MAPRE1
CTNNB1,AKT2
CTNNB1,SKP1
CTNNB1,TRIP10
CTNNB1,IQGAP1
CTNNB1,EIF4A3
CTNNB1,HMBOX1
CTNNB1,CDK5
CTNNB1,MYO5B
CTNNB1,KIF5B
CTNNB1,POLR1C
CTNNB1,SATB1
CTNNB1,EIF6
CTNNB1,TCF3
CTNNB1,PROP1
CTNNB1,CTNNBIP1
CTNNB1,AMMECR1
CTNNB1,RALGDS
CTNNB1,PTH1R
CTNNB1,PITX2
CTNNB1,PRDX5
CTNNB1,NUP62
CTNNB1,MAP2K5
CTNNB1,CPSF7
CTNNB1,DAZAP2
CTNNB1,MLLT10
CTNNB1,LZTS2
CTNNB1,DVL1
CTNNB1,MAGOHB
CTNNB1,CSNK1E
CTNNB1,PSMC6
CTNNB1,BOC
CTNNB1,SAPCD1
CTNNB1,UBE3A
CTNNB1,RNF138
CTNNB1,MAPK9
CTNNB1,LMNB1
CTNNB1,ZNF326
CTNNB1,CBX5
CTNNB1,CBX3
CTNNB1,RALY
CTNNB1,L3MBTL3
CTNNB1,ARID4B
CTNNB1,YES1
CTNNB1,VASP
CTNNB1,NR5A1
CTNNB1,LSM12
CTNNB1,EP400
CTNNB1,ACTG1
CTNNB1,SMAD3
CTNNB1,SMAD2
CTNNB1,CTNNA3
CTNNB1,RAD18
CTNNB1,LGALS9
CTNNB1,GLIS2
CTNNB1,CDC37
CTNNB1,PXN
CTNNB1,KCTD1
CTNNB1,CBY1
CTNNB1,ACTN4
CTNNB1,AXIN2
CTNNB1,VCL
CTNNB1,TP53BP2
CTNNB1,PLEKHA7
CTNNB1,DAXX
CTNNB1,JRK
CTNNB1,UBE2D2
CTNNB1,CTBP2
CTNNB1,UTP14A
CTNNB1,TADA2A
CTNNB1,SH3KBP1
CTNNB1,CNOT2
CTNNB1,RBM17
CTNNB1,PTK6
CTNNB1,EIF2S1
CTNNB1,HNF1B
CTNNB1,PTK7
CTNNB1,TCF7L2
CTNNB1,SMAD4
CTNNB1,BCL6
CTNNB1,FANCL
CTNNB1,SOCS2
CTNNB1,TBX3
CTNNB1,CDH17
CTNNB1,CDH15
CTNNB1,KSR2
CTNNB1,ATXN2L
CTNNB1,TBX5
CTNNB1,BTF3
CTNNB1,TMPO
CTNNB1,CDK6
CTNNB1,UBE2L6
CTNNB1,FKBP4
CTNNB1,RBX1
CTNNB1,SLC9A3R2
CTNNB1,ASH2L
CTNNB1,SET
CTNNB1,PPP2R5A
CTNNB1,BCCIP
CTNNB1,APPL1
CTNNB1,CDC73
CTNNB1,PKP4
CTNNB1,NOS3
CTNNB1,CSNK1D
CTNNB1,UHRF2
CTNNB1,MSN
CTNNB1,NSD2
CTNNB1,MAGI2
CTNNB1,RPA1
CTNNB1,LDHB
CTNNB1,PPARG
CTNNB1,ZBTB33
CTNNB1,TRIB2
CTNNB1,WWTR1
CTNNB1,PSMD4
CTNNB1,PSMB6
CTNNB1,CA9
CTNNB1,RNPS1
CTNNB1,ARMC8
CTNNB1,MAP2K6
CTNNB1,DLGAP1
CTNNB1,VHL
CTNNB1,ARHGEF4
CTNNB1,RPS28
CTNNB1,PTPA
CTNNB1,COPE
CTNNB1,LEO1
CTNNB1,STAU1
CTNNB1,FHIT
CTNNB1,RAPGEF2
CTNNB1,CRYAB
CTNNB1,NUDT5
CTNNB1,CORO1B
CTNNB1,TFAP2A
CTNNB1,NUMB
CTNNB1,FANCG
CTNNB1,RPA2
CTNNB1,SLC9A3R1
CTNNB1,PSEN1
CTNNB1,SPECC1L
CTNNB1,NT5E
CTNNB1,HMGB2
CTNNB1,EZH2
CTNNB1,RNF14
CTNNB1,SALL1
CTNNB1,RPSA
CTNNB1,YAP1
CTNNB1,ERMN
CTNNB1,UQCRB
CTNNB1,NONO
CTNNB1,PPARD
CTNNB1,PKP3
CTNNB1,CBFB
CTNNB1,COPS8
CTNNB1,TADA3
CTNNB1,NUP93
CTNNB1,UBE2B
CTNNB1,DARS1
CTNNB1,PTMA
CTNNB1,PTPN14
CTNNB1,ARHGAP32
CTNNB1,PTPN12
CTNNB1,PTN
CTNNB1,MAPK8
CTNNB1,PLK1
CTNNB1,COPS3
CTNNB1,API5
CTNNB1,EEF1D
CTNNB1,SEC13
CTNNB1,ME1
CTNNB1,GID8
CTNNB1,MYL12B
CTNNB1,HINT1
CTNNB1,RUVBL1
CTNNB1,RPL41
CTNNB1,MCM2
CTNNB1,FARSA
CTNNB1,PPIE
CTNNB1,STUB1
CTNNB1,FANCF
CTNNB1,RBBP5
CTNNB1,TBL1X
CTNNB1,EIF3J
CTNNB1,ABCE1
CTNNB1,CCNE1
CTNNB1,RARS1
CTNNB1,IGF1R
CTNNB1,PLEKHA6
CTNNB1,H3C1
CTNNB1,NR5A2
CTNNB1,MAGI1
CTNNB1,CDK9
CTNNB1,PML
CTNNB1,ISG15
CTNNB1,FAF1
CTNNB1,FSCN1
CTNNB1,RUNX2
CTNNB1,CUL4A
CTNNB1,APC
CTNNB1,MYH10
CTNNB1,TUBA1A
CTNNB1,DDB1
CTNNB1,AXIN1
CTNNB1,USP9X
CTNNB1,MEN1
CTNNB1,ZFYVE9
CTNNB1,CUL1
CTNNB1,PARP1
CTNNB1,BRCA1
CTNNB1,RXRA
CTNNB1,BCL3
CTNNB1,AR
CTNNB1,EP300
CTNNB1,TLE1
CTNNB1,PKD1
CTNNB1,AHR
CTNNB1,RAB8B
CTNNB1,PPM1A
CTNNB1,PTPN13
CTNNB1,CCND1
CTNNB1,PTPRF
CTNNB1,STK39
CTNNB1,KAT2B
CTNNB1,TCF7
CTNNB1,CDH24
CTNNB1,AHCTF1
CTNNB1,CDH6
CTNNB1,GRIN2D
CTNNB1,DNAJC8
CTNNB1,NCOA2
CTNNB1,CDON
CTNNB1,TOP2A
CTNNB1,CDH16
CTNNB1,PTPRG
CTNNB1,CDK5R1
CTNNB1,CTNND2
CTNNB1,DLG5
CTNNB1,GSK3A
CTNNB1,APC2
CTNNB1,CDH9
CTNNB1,CDH11
CTNNB1,PTPRO
CTNNB1,AKAP12
CTNNB1,GNA13
CTNNB1,ACP1
CTNNB1,PSEN2
CTNNB1,SOX17
CTNNB1,AJAP1
CTNNB1,CTNND1
CTNNB1,MYO7A
CTNNB1,CDH2
CTNNB1,CDH5
CTNNB1,KIAA1109
CTNNB1,AP3D1
CTNNB1,FER
CTNNB1,CTNNA1
CTNNB1,DSC3
CTNNB1,LRP2
CTNNB1,ERBB2
CTNNB1,PTPRC
CTNNB1,PTPRU
CTNNB1,FOXO4
CTNNB1,HIC1
CTNNB1,PTPRB
CTNNB1,SOX1
CTNNB1,GRIK2
CTNNB1,KDR
CTNNB1,BCL9
CTNNB1,PBDC1
CTNNB1,CREBBP
CTNNB1,GRIN1
CTNNB1,PCSK1
CTNNB1,TGFBR2
CTNNB1,PRKD1
CTNNB1,CDH7
CTNNB1,FLT1
CTNNB1,HNF4A
CTNNB1,TCF7L1
CTNNB1,CEBPA
CTNNB1,PTPRM
CTNNB1,PYGO1
CTNNB1,ERBIN
CTNNB1,SMAD7
CTNNB1,TAX1BP3
CTNNB1,PARD3
CTNNB1,TJP1
CTNNB1,CACYBP
CTNNB1,CSNK1A1
CTNNB1,CDH18
CTNNB1,FOXO1
CTNNB1,NEURL2
CTNNB1,HNF1A
CTNNB1,CDH3
CTNNB1,CDH8
CTNNB1,CDH10
CTNNB1,ANP32A
CTNNB1,LEF1
CTNNB1,MET
CTNNB1,CLTA
CTNNB1,CHD8
CTNNB1,NDRG1
CTNNB1,PECAM1
CTNNB1,TOB1
CTNNB1,STAT1
CTNNB1,NOTCH1
CTNNB1,KHDRBS1
CTNNB1,RPL18A
CTNNB1,CTBP1
CTNNB1,ZIC3
CTNNB1,PPP1R12A
CTNNB1,FEZ1
CTNNB1,HERC5
CTNNB1,PIK3CA
CTNNB1,TLN1
CTNNB1,KMT2D
CTNNB1,RPS3A
CTNNB1,PARP2
CTNNB1,ARNT
CTNNB1,PSMA5
CTNNB1,EPHA2
CTNNB1,APOE
CTNNB1,DKK1
CTNNB1,PHLDB2
CTNNB1,HDLBP
CTNNB1,NEK2
CTNNB1,UBR5
CTNNB1,TERT
CTNNB1,PA2G4
CTNNB1,CFTR
CTNNB1,PDLIM5
CTNNB1,MKI67
CTNNB1,KLF5
CTNNB1,PRKCG
CTNNB1,KRAS
CTNNB1,TNIK
CTNNB1,NUP98
CTNNB1,USP4
CTNNB1,CCNA1
CTNNB1,HDAC2
CTNNB1,HUWE1
CTNNB1,GEMIN5
CTNNB1,FANCC
CTNNB1,FANCA
CTNNB1,DIMT1
CTNNB1,SOX2
CTNNB1,MED9
CTNNB1,RAB11A
CTNNB1,ACTL6A
CTNNB1,KAT2A
CTNNB1,MITF
CTNNB1,BCL9L
CTNNB1,FOXO3
CTNNB1,UCHL1
CTNNB1,SMARCA5
CTNNB1,RYK
CTNNB1,IFRD1
CTNNB1,CDC27
CTNNB1,SOX6
CTNNB1,KMT2A
CTNNB1,LRRFIP1
CTNNB1,FOXM1
CTNNB1,DACT1
CTNNB1,KANK1
CTNNB1,NUP153
CTNNB1,TBL1XR1
CTNNB1,NDRG2
CTNNB1,FERMT2
CTNNB1,PTBP3
CTNNB1,CCNA2
CTNNB1,PTEN
CTNNB1,LATS2
CTNNB1,CAMK4
CTNNB1,CSNK1A1L
CTNNB1,SMURF1
CTNNB1,POU5F1
CTNNB1,PYGO2
CTNNB1,PLA2G4A
CTNNB1,CITED1
CTNNB1,FBXO45
CTNNB1,OBSL1
CTNNB1,RNF220
CTNNB1,AURKA
CTNNB1,CTNNA2
CTNNB1,TRIM33
CTNNB1,UNK
CTNNB1,HERC2
CTNNB1,CEP128
CTNNB1,IRF2BPL
CTNNB1,KLC2
CTNNB1,SRP9P1
CTNNB1,SSRP1
CTNNB1,PARK7
CTNNB1,KIF3A
CTNNB1,UCHL3
CTNNB1,ZMIZ1
CTNNB1,RNF6
CTNNB1,MARCKSL1
CTNNB1,SIPA1L1
CTNNB1,VRK3
CTNNB1,HECTD1
CTNNB1,OXA1L
CTNNB1,THRAP3
CTNNB1,SPECC1
CTNNB1,SLAMF7
CTNNB1,SLC25A11
CTNNB1,SUCLG1
CTNNB1,ATAD3A
CTNNB1,ABCF3
CTNNB1,CAND1
CTNNB1,ACO2
CTNNB1,ACLY
CTNNB1,ADSL
CTNNB1,ANKRD35
CTNNB1,NPRL2
CTNNB1,LARS1
CTNNB1,UBE2S
CTNNB1,FANCE
CTNNB1,GFPT1
CTNNB1,GPC1
CTNNB1,MAP3K2
CTNNB1,ARVCF
CTNNB1,ATIC
CTNNB1,CAPZA2
CTNNB1,DAD1
CTNNB1,CUX1
CTNNB1,NDUFS4
CTNNB1,PPP1R12B
CTNNB1,NUMA1
CTNNB1,CAPRIN1
CTNNB1,LMO7
CTNNB1,LINC01194
CTNNB1,SIPA1L3
CTNNB1,CYFIP1
CTNNB1,GANAB
CTNNB1,CFAP298
CTNNB1,SRRM2
CTNNB1,IDH3B
CTNNB1,LAD1
CTNNB1,KIF22
CTNNB1,LIG3
CTNNB1,ABCF2
CTNNB1,SLC25A13
CTNNB1,CRYL1
CTNNB1,NUDC
CTNNB1,NUDCD1
CTNNB1,ARHGAP21
CTNNB1,CKAP5
CTNNB1,SCRIB
CTNNB1,DNMT1
BCLAF1,IQGAP1
BCLAF1,EIF4A3
BCLAF1,PRMT8
BCLAF1,ARRB1
BCLAF1,SNIP1
BCLAF1,CLK1
BCLAF1,MYH7B
BCLAF1,ZBTB1
BCLAF1,BAG3
BCLAF1,SNW1
BCLAF1,CDKN2AIPNL
BCLAF1,FMR1
BCLAF1,CLK2
BCLAF1,CLK3
BCLAF1,MED4
BCLAF1,HNF1B
BCLAF1,LEMD3
BCLAF1,BARD1
BCLAF1,ASB3
BCLAF1,SUMO3
BCLAF1,MAGOH
BCLAF1,UHRF2
BCLAF1,ARRB2
BCLAF1,RNPS1
BCLAF1,THOC1
BCLAF1,BMI1
BCLAF1,SART3
BCLAF1,LUC7L
BCLAF1,RNF2
BCLAF1,PNN
BCLAF1,SRSF9
BCLAF1,SRRM1
BCLAF1,THOC7
BCLAF1,MTCH2
BCLAF1,H3C1
BCLAF1,VIRMA
BCLAF1,NEDD8
BCLAF1,TRIP4
BCLAF1,CUL7
BCLAF1,GRK5
BCLAF1,GSK3A
BCLAF1,THOC5
BCLAF1,SPEN
BCLAF1,THOC3
BCLAF1,THOC2
BCLAF1,PARK7
BCLAF1,CHD1
BCLAF1,RP1
BCLAF1,PPHLN1
BCLAF1,CCNB1
BCLAF1,CASP10
BCLAF1,MTA3
BCLAF1,CORO2A
BCLAF1,CAND1
BCLAF1,THRAP3
BCLAF1,SMURF1
BCLAF1,PAN2
BCLAF1,ASB18
BCLAF1,SUZ12
BCLAF1,OBSL1
BCLAF1,SPIN1
BCLAF1,UNK
BCLAF1,ZC3H11A
BCLAF1,GAN
BCLAF1,ALKBH3
BCLAF1,RBMXL1
BCLAF1,LOC100293888
BCLAF1,COQ2
BCLAF1,ZMIZ1
BCLAF1,SPDL1
BCLAF1,ZC3H18
CCDC33,GRN
CCDC33,GPATCH2L
CCDC33,PCSK5
CCDC33,CINP
CCDC33,SYT17
CCDC33,TASOR2
CCDC33,CCDC6
CCDC33,ZNF330
CCDC33,SMYD1
CCDC33,OSTF1
CCDC33,NME7
CCDC33,CCDC102B
CCDC33,CDCA7L
CCDC33,LMO1
CCDC33,HEXIM2
CCDC33,POLR1C
CCDC33,ARIH2
CCDC33,RAD51D
CCDC33,KANK2
CCDC33,GPANK1
CCDC33,ENSG00000213204
CCDC33,MIPOL1
CCDC33,VPS52
CCDC33,NCK2
CCDC33,TGFB1
CCDC33,QARS1
CCDC33,ZNF76
CCDC33,MFAP1
CCDC33,CRYBA2
CCDC33,YES1
CCDC33,CTNNA3
CCDC33,FAM214B
CCDC33,AP1M1
CCDC33,TXK
CCDC33,CDC23
CCDC33,MISP
CCDC33,L3MBTL2
CCDC33,BCCIP
CCDC33,MAGOHB
CCDC33,ITGB1BP1
CCDC33,ARHGEF6
CCDC33,BLK
CCDC33,CIR1
CCDC33,SMAD3
CCDC33,CABP2
CCDC33,GCC1
CCDC33,PLA2G6
CCDC33,CENPP
CCDC33,ESRRG
CCDC33,TSEN15
CCDC33,CHCHD3
CCDC33,NAB2
CCDC33,ZNRD2
CCDC33,NDOR1
CCDC33,TMCC2
CCDC33,PNMA1
CCDC33,PLSCR1
CCDC33,EMC2
CCDC33,TTC19
CCDC33,DIP2A
CCDC33,FXR2
CCDC33,PID1
CCDC33,CCNH
CCDC33,PNMA2
CCDC33,ABLIM3
CCDC33,ZBTB8
CCDC33,MAGED1
CCDC33,TSGA10
CCDC33,HOOK2
CCDC33,RAD54B
CCDC33,EAF1
CCDC33,PPP2R3C
CCDC33,OSGIN1
CCDC33,TSC22D4
CCDC33,NINL
CCDC33,TUFT1
CCDC33,PTK6
CCDC33,FAM124A
CCDC33,MAPK9
CCDC33,NECAB2
CCDC33,ING5
CCDC33,KCTD19
CCDC33,EHMT2
CCDC33,ABCF3
CCDC33,RHOXF2
CCDC33,ZBTB8A
CCDC33,CDKN2B
CCDC33,SPAG5
CCDC33,WT1
CCDC33,PIK3R3
CCDC33,PARP2
CCDC33,CENPF
CCDC33,ADAMTS4
CCDC33,ARNT2
CCDC33,ZBTB8B
CCDC33,RNF6
CCDC33,CRYBA4
RBM10,GPKOW
RBM10,EIF4A3
RBM10,MAPRE2
RBM10,BAHD1
RBM10,ZNF526
RBM10,CPSF7
RBM10,PRR20A
RBM10,729250
RBM10,THAP1
RBM10,SF3A2
RBM10,ARRB1
RBM10,ZBTB24
RBM10,PATZ1
RBM10,KLF1
RBM10,ZNF408
RBM10,OTOP2
RBM10,TBC1D22B
RBM10,SLAIN1
RBM10,ZBTB1
RBM10,SNW1
RBM10,AKAP9
RBM10,ASB12
RBM10,PTBP2
RBM10,KHDRBS2
RBM10,RBMY1F
RBM10,RBM17
RBM10,ENSG00000063587
RBM10,ZNF317
RBM10,MBD6
RBM10,RBM12B
RBM10,FBL
RBM10,RPL29
RBM10,ARRB2
RBM10,SLC4A5
RBM10,SF3B1
RBM10,GNL3
RBM10,AGO4
RBM10,SF3B2
RBM10,EIF4B
RBM10,RPS3A
RBM10,AGO3
RBM10,CMSS1
RBM10,PSMD3
RBM10,RPL38
RBM10,MYCBP
RBM10,DICER1
RBM10,SLC7A9
RBM10,FAM124A
RBM10,TARBP2
RBM10,DHCR7
RBM10,RUVBL1
RBM10,IPO9
RBM10,LRRC4
RBM10,SLC25A13
RBM10,PTCD3
RBM10,IPO8
RBM10,OXA1L
RBM10,HRNR
RBM10,IPO4
RBM10,MRPS22
RBM10,ATP1A3
RBM10,MRPS27
RBM10,TMEM33
RBM10,SYNE1
RBM10,RPS26P25
RBM10,RPL35
RBM10,RPL27A
RBM10,CLNS1A
RBM10,SREK1
RBM10,SNU13
RBM10,NOTCH1
RBM10,RBM4
RBM10,RPA1
RBM10,PLEKHH2
RBM10,WDR82
RBM10,MYSM1
RBM10,PRR5
RBM10,CCAR1
RBM10,IK
RBM10,DHX38
RBM10,PRCC
RBM10,SUGP1
RBM10,MEX3C
RBM10,MAGOH
RBM10,PAN2
RBM10,NSD2
RBM10,SMURF1
RBM10,RPA3
RBM10,OBSL1
RBM10,RPA2
RBM10,CUL7
RBM10,SHMT2
RBM10,SCARNA22
RBM10,XRCC3
RBM10,GAN
RBM10,H3C1
RBM10,EMC2
RBM10,HUWE1
RBM10,DDX41
RBM10,MIRLET7A1
RBM10,PRC1
RBM10,MIR21
RBM10,MIR107
RBM10,MTF1
RBM10,MIR214
RBM10,CBLL1
RBM10,MIR128-1
RBM10,ZNF473
RBM10,MIRLET7D
RBM10,NIN
RBM10,MIRLET7A3
RBM10,MIR106B
RBM10,NDEL1
RBM10,YAP1
RBM10,MIRLET7E
RBM10,UBE2M
RBM10,MIRLET7I
RBM10,MIRLET7G
RBM10,MDC1
SYNE1,POLR1A
SYNE1,PAK1IP1
SYNE1,EIF4A3
SYNE1,POLR1C
SYNE1,TGFB1
SYNE1,NUP35
SYNE1,CSNK1E
SYNE1,GEMIN2
SYNE1,ZNF326
SYNE1,HEY1
SYNE1,TRIM29
SYNE1,CEP63
SYNE1,FMR1
SYNE1,FXR2
SYNE1,USP21
SYNE1,NDEL1
SYNE1,BMI1
SYNE1,RPL37A
SYNE1,SART3
SYNE1,TP53RK
SYNE1,RNF2
SYNE1,FBL
SYNE1,IFT57
SYNE1,EZH2
SYNE1,GNL3
SYNE1,SF3B2
SYNE1,PABPC3
SYNE1,MCM2
SYNE1,SH3BP5
SYNE1,H2AC4
SYNE1,APC
SYNE1,RPL35
SYNE1,MAP2K7
SYNE1,MRPS22
SYNE1,MRPS27
SYNE1,PELP1
SYNE1,RPS3A
SYNE1,CAPN1
SYNE1,DLX4
SYNE1,RPL29
SYNE1,RPL18A
SYNE1,TBL2
SYNE1,SLC4A5
SYNE1,SF3B1
SYNE1,DDX18
SYNE1,DICER1
SYNE1,LAS1L
SYNE1,HRNR
SYNE1,RPS26P25
SYNE1,DIMT1
SYNE1,MUSK
SYNE1,NAT10
SYNE1,CMSS1
SYNE1,GTF3C4
SYNE1,WDR18
SYNE1,ATAD3B
SYNE1,HERC5
SYNE1,DDX47
SYNE1,DHCR7
SYNE1,MCF2L
SYNE1,PTCD3
SYNE1,RPL27A
SYNE1,RBM4
SYNE1,TNIK
SYNE1,TERF2
SYNE1,SUN1
SYNE1,SUZ12
SYNE1,OBSL1
SYNE1,GAN
SYNE1,NLN
SYNE1,IFI16
SYNE1,NUP107
SYNE1,PPME1
SYNE1,PPEF1
SYNE1,HMGN2
SYNE1,DDX23
SYNE1,AXDND1
AGO4,BCAR1
AGO4,HSPA1B
AGO4,ATP5ME
AGO4,QPCTL
AGO4,PTS
AGO4,IPO8
AGO4,DNAJA2
AGO4,CCT5
AGO4,SLC25A10
AGO4,DNAJB11
AGO4,H2AC4
AGO4,RPL38
AGO4,GALK1
AGO4,ARF4
AGO4,RPL35
AGO4,TUBA1A
AGO4,RPS3A
AGO4,TNRC6A
AGO4,EIF4B
AGO4,AGK
AGO4,DICER1
AGO4,PTGES3
AGO4,SLC25A22
AGO4,PGAM5
AGO4,MYCBP
AGO4,SLC25A13
AGO4,DBT
AGO4,AGO3
AGO4,RPL27A
AGO4,RPS10P5
AGO4,ERFL
AGO4,OTUD4P1
AGO4,RPL12P1
AGO4,SNRPD2P1
AGO4,TNRC6C
AGO4,ANKMY2
AGO4,NUDCD1
ACTG2,KAT5
ACTG2,UBL4A
ACTG2,ARRB2
ACTG2,RPL37A
ACTG2,FBL
ACTG2,WAS
ACTG2,GNL3
ACTG2,MCM2
ACTG2,SNU13
ACTG2,RPL36A
ACTG2,FAF2
ACTG2,RPL35
ACTG2,TUBA1A
ACTG2,RPS3A
ACTG2,RPL29
ACTG2,RPL18A
ACTG2,RPL27A
ACTG2,NOP58
ACTG2,H1-3
ACTG2,H2BC14
ACTG2,RPS15
ACTG2,RPL32
ACTG2,NOLC1
ACTG2,ERBB3
ACTG2,LRRK2
ACTG2,NEB
ACTG2,FOXRED2
ACTG2,MEPCE
ACTG2,LARP7
RUVBL1,POLR1A
RUVBL1,SKP1
RUVBL1,PMS2
RUVBL1,MORF4L2
RUVBL1,IQGAP1
RUVBL1,PELO
RUVBL1,CDK5
RUVBL1,ARF6
RUVBL1,POLR1C
RUVBL1,MORF4L1
RUVBL1,EIF6
RUVBL1,TCF3
RUVBL1,TGFB1
RUVBL1,PLSCR4
RUVBL1,INO80B
RUVBL1,TFPT
RUVBL1,BRD8
RUVBL1,INO80E
RUVBL1,YY1
RUVBL1,EHMT2
RUVBL1,EIF1B
RUVBL1,CSNK1E
RUVBL1,PSMC6
RUVBL1,OTOP2
RUVBL1,MCRS1
RUVBL1,KAT5
RUVBL1,MED19
RUVBL1,SNW1
RUVBL1,EP400
RUVBL1,ACTG1
RUVBL1,RAD18
RUVBL1,UBXN6
RUVBL1,EAF1
RUVBL1,DMAP1
RUVBL1,PIH1D1
RUVBL1,YEATS4
RUVBL1,PSTPIP1
RUVBL1,EEF1AKMT3
RUVBL1,HNF1B
